measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Near vision loss,Rate,2019,54.53308134176508,107.7329780928408,25.372262009273282
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Near vision loss,Rate,2019,69.56088709885742,134.9055211711316,32.079971782095576
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Near vision loss,Rate,2019,62.21631913433741,122.1985087891404,28.88765237179608
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Acute glomerulonephritis,Rate,2019,0.0271582785339519,0.044206113954392764,0.015376707480083046
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Acute glomerulonephritis,Rate,2019,0.02536404170409878,0.04173726621458309,0.01419056779770597
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Acute glomerulonephritis,Rate,2019,0.026240942467544034,0.04253746634823719,0.014844329634404428
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Chronic kidney disease due to hypertension,Rate,2019,37.62788100847789,53.321825868641895,24.17345274291925
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Chronic kidney disease due to hypertension,Rate,2019,26.601833413074193,38.31418965281563,17.522019434664102
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Chronic kidney disease due to hypertension,Rate,2019,31.990614533448753,45.14988862795981,21.34622438869923
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Age-related macular degeneration,Rate,2019,3.717300854234072,5.363952016063776,2.43219582805683
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Age-related macular degeneration,Rate,2019,4.770058778792488,6.87439889565211,3.1945170261660247
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Age-related macular degeneration,Rate,2019,4.2555424048064046,6.032188154982295,2.879684444412587
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Age-related and other hearing loss,Rate,2019,528.8523424656927,773.0768673144884,349.4451153566137
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Age-related and other hearing loss,Rate,2019,564.8657846593314,823.026460674909,373.73145608679204
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Age-related and other hearing loss,Rate,2019,547.2648668604932,796.8692955828192,363.2216137447418
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other vision loss,Rate,2019,67.78159957100979,93.29814784334904,47.86925595502438
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other vision loss,Rate,2019,79.260935988065,108.52119700689468,55.401204785302916
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other vision loss,Rate,2019,73.6506181635309,100.9714748309075,51.94898221144192
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other sense organ diseases,Rate,2019,34.01609951698347,51.800524862145096,20.033949363246354
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other sense organ diseases,Rate,2019,43.598648827028406,67.73616419425649,26.123878013856814
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other sense organ diseases,Rate,2019,38.91535135708513,60.13018098744155,23.201341916402104
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Caries of deciduous teeth,Rate,2019,1.900687229946224,4.026623204082027,0.8405621100540824
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Caries of deciduous teeth,Rate,2019,1.7017825851989312,3.5908372939499786,0.7284042141755737
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Caries of deciduous teeth,Rate,2019,1.7989936288748023,3.7908366360043977,0.7689397815775724
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Caries of permanent teeth,Rate,2019,39.14818482746058,75.99376485612657,17.097730435914993
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Caries of permanent teeth,Rate,2019,40.87159531744205,78.13443874224,17.615768245633603
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Caries of permanent teeth,Rate,2019,40.029309645199994,77.30302275929449,17.483435799889907
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Periodontal diseases,Rate,2019,125.17589212737775,267.65334835993065,49.245472465518105
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Periodontal diseases,Rate,2019,124.4578527762409,261.0037364460061,47.999403441639444
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Periodontal diseases,Rate,2019,124.80878150801105,268.1056759303142,48.69150963223653
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Edentulism,Rate,2019,85.58202628954783,128.58208804689414,54.51766252087179
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Edentulism,Rate,2019,175.5687180729967,260.9253652471472,112.12095061746584
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Edentulism,Rate,2019,131.5893517976547,197.40613941014013,83.78933793221091
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other oral disorders,Rate,2019,50.4914639232595,73.52055393390206,31.231323098967042
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other oral disorders,Rate,2019,59.454780857530906,87.06551024455742,37.08007498602715
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other oral disorders,Rate,2019,55.07412199918624,80.19348330099858,34.182264965980316
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Pedestrian road injuries,Rate,2019,49.93981318291066,67.83421181928664,34.7949960505944
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Pedestrian road injuries,Rate,2019,32.64777456799383,44.63529634507647,22.710199882257577
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Pedestrian road injuries,Rate,2019,41.09894534470042,56.012897646121374,28.59319876227612
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Cyclist road injuries,Rate,2019,43.81009319039076,59.31473542583255,30.140677462592357
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Cyclist road injuries,Rate,2019,21.684047844141734,30.140884365770958,14.732533525071425
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Cyclist road injuries,Rate,2019,32.49775188439284,44.62961909124194,22.235040775859648
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Motorcyclist road injuries,Rate,2019,81.80670958228592,112.20073148184547,57.2885494987631
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Motorcyclist road injuries,Rate,2019,27.70009285744194,37.64049634944776,19.608294490314172
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Motorcyclist road injuries,Rate,2019,54.14372210639641,73.94329887246515,38.422645299452206
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Motor vehicle road injuries,Rate,2019,49.658241940758295,67.67788530118428,35.068212896559125
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Motor vehicle road injuries,Rate,2019,44.69306124671183,60.64543214288896,31.56540707367675
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Motor vehicle road injuries,Rate,2019,47.11970340944651,63.46614409255817,33.302887111949836
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other road injuries,Rate,2019,19.535953981679334,26.92712831271379,13.349512107517603
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other road injuries,Rate,2019,7.564440759624882,10.427979297451907,5.156603480698017
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other road injuries,Rate,2019,13.41530108605896,18.367613421762755,9.136917269049727
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other transport injuries,Rate,2019,5.412246290842296,7.312000030096742,3.793304333713523
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other transport injuries,Rate,2019,4.852218288885996,6.557852272548835,3.391645305837145
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other transport injuries,Rate,2019,5.1259218347587,6.896940157009992,3.594656963912483
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,0.001236072358277641,0.003548767906191044,0.00015364357752023638
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,0.001133852537480511,0.003428204976999263,0.0001448127465513772
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,0.001183810624063528,0.0034454518384046053,0.00014500061393874617
YLDs (Years Lived with Disability),Colombia,Male,All Ages,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",Rate,2019,3.461849338264533,5.197585026636385,2.1492241945513233
YLDs (Years Lived with Disability),Colombia,Female,All Ages,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",Rate,2019,3.5469126434629406,5.339768990819774,2.1658413937455863
YLDs (Years Lived with Disability),Colombia,Both,All Ages,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",Rate,2019,3.5053394932362982,5.24641466653212,2.193325829378651
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Benign and in situ intestinal neoplasms,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Benign and in situ intestinal neoplasms,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Benign and in situ intestinal neoplasms,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Benign and in situ cervical and uterine neoplasms,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Benign and in situ cervical and uterine neoplasms,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Benign and in situ cervical and uterine neoplasms,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other benign and in situ neoplasms,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other benign and in situ neoplasms,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other benign and in situ neoplasms,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Non-rheumatic calcific aortic valve disease,Rate,2019,0.38681807006222535,0.6747060175822897,0.20322054226360356
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Non-rheumatic calcific aortic valve disease,Rate,2019,0.23849493097951588,0.4061544854351325,0.12918353005067168
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Non-rheumatic calcific aortic valve disease,Rate,2019,0.3109851796101114,0.5260662540344173,0.16745948842792308
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Non-rheumatic degenerative mitral valve disease,Rate,2019,0.1606428369716983,0.2895532209680423,0.08406294519738429
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Non-rheumatic degenerative mitral valve disease,Rate,2019,0.23924561562780738,0.4324124481172903,0.1236518897236864
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Non-rheumatic degenerative mitral valve disease,Rate,2019,0.20082993077192213,0.3604397135943048,0.10477004570410893
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other non-rheumatic valve diseases,Rate,2019,0.005678639505028926,0.008496387777564165,0.0036042752498212983
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other non-rheumatic valve diseases,Rate,2019,0.011887131852755214,0.017667506734980857,0.007574418426652646
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other non-rheumatic valve diseases,Rate,2019,0.008852843631165837,0.012982893476800164,0.0056176594915536785
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Cirrhosis and other chronic liver diseases due to NAFLD,Rate,2019,0.5960918083807326,0.9691109309406896,0.33854143106575485
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Cirrhosis and other chronic liver diseases due to NAFLD,Rate,2019,0.7403376756504796,1.1892799962188743,0.4204722153347556
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Cirrhosis and other chronic liver diseases due to NAFLD,Rate,2019,0.6698401197938104,1.0322982264079608,0.38865405772542644
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Diabetes mellitus type 1,Rate,2019,12.735310950520471,18.953496741946534,8.079097738719923
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Diabetes mellitus type 1,Rate,2019,12.51700710788132,19.03702892394902,7.929188495458491
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Diabetes mellitus type 1,Rate,2019,12.623699158277462,19.058326467019118,8.098151709077833
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Diabetes mellitus type 2,Rate,2019,716.7643673542564,1007.0631581689205,470.68617412205526
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Diabetes mellitus type 2,Rate,2019,678.3565593003229,937.4250002127341,448.8432613579755
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Diabetes mellitus type 2,Rate,2019,697.1276800600671,969.5247282374789,464.1161538281488
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Atopic dermatitis,Rate,2019,52.94816763320441,88.92365795477376,28.626777492547934
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Atopic dermatitis,Rate,2019,62.65933868749123,103.5422116683109,33.92276520167397
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Atopic dermatitis,Rate,2019,57.913179668924755,96.67417103173868,30.963043559177656
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Lower respiratory infections,Rate,2019,515.2212637479755,683.1755449644857,382.2391341189632
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Lower respiratory infections,Rate,2019,430.89741015508713,567.1664223385607,324.43292948767373
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Lower respiratory infections,Rate,2019,472.1091667983302,621.3477722374978,352.79138006099623
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Upper respiratory infections,Rate,2019,108.70472449602869,170.60731487160962,65.04457667821234
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Upper respiratory infections,Rate,2019,100.68260564484825,156.16005068619475,61.02191643218845
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Upper respiratory infections,Rate,2019,104.60327098177854,163.90803470540803,63.33445929333538
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Otitis media,Rate,2019,29.821915572666054,48.722494546414815,16.912818666395836
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Otitis media,Rate,2019,25.095529652659383,42.002479805857824,13.984343298953638
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Otitis media,Rate,2019,27.40546519329257,45.169541118841664,15.394841039510982
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Meningitis,Rate,2019,51.21743010521725,68.0697161790299,37.446162695937076
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Meningitis,Rate,2019,33.96147758368707,44.07633246139637,25.15259151378647
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Meningitis,Rate,2019,42.3950119356398,55.667023971669124,31.209614146682977
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Encephalitis,Rate,2019,40.017043668500946,53.460944695188445,29.49997168018959
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Encephalitis,Rate,2019,33.240773668247044,44.91359162596658,24.43742406924182
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Encephalitis,Rate,2019,36.55255293710771,46.85784371386377,27.53812788524174
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Diphtheria,Rate,2019,0.04647519058148451,0.09262859810779128,0.013619213278341756
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Diphtheria,Rate,2019,0.0075195839829289715,0.01123322133762068,0.0051830935710871565
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Diphtheria,Rate,2019,0.026558431362704662,0.05052759078766858,0.009665690202859586
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Whooping cough,Rate,2019,4.742169906779646,11.248152464052382,1.361762996466966
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Whooping cough,Rate,2019,4.7814514730454,10.279519561494979,1.8511150519757644
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Whooping cough,Rate,2019,4.762253318780224,8.975412769055758,1.8683052818707344
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Tetanus,Rate,2019,2.438788031858301,6.645230486322685,1.069128633822303
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Tetanus,Rate,2019,0.6434054819500724,0.9934739481235113,0.3862273084203325
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Tetanus,Rate,2019,1.5208661953274065,3.5693461264731323,0.7822146425783293
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Measles,Rate,2019,0.010333860882240075,0.02676528584362454,0.006651197658604468
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Measles,Rate,2019,0.008340465316638013,0.018171340349732227,0.006099554608152012
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Measles,Rate,2019,0.00931470130613553,0.02019525980091846,0.006412298353119782
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Varicella and herpes zoster,Rate,2019,9.979049503218537,17.67509107417103,5.7172194106623975
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Varicella and herpes zoster,Rate,2019,7.644016980971896,12.264120788041327,5.245380461274638
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Varicella and herpes zoster,Rate,2019,8.78522184721869,13.507682376737305,6.136453954873847
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Malaria,Rate,2019,7.270617130620796,18.70224825862812,1.5568377057597667
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Malaria,Rate,2019,8.755119828695765,21.020195338176364,2.5293198207393557
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Malaria,Rate,2019,8.029596013991176,19.800914560847744,2.0775756968811465
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Chagas disease,Rate,2019,14.896456912722822,23.235163015964282,6.290851485826849
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Chagas disease,Rate,2019,7.9744230283754804,12.559940823906318,3.354969920785275
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Chagas disease,Rate,2019,11.3574417563296,17.123768486861024,5.29342696163646
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Late maternal deaths,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Late maternal deaths,Rate,2019,18.422075832899235,33.0335216543552,11.19832807277823
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Late maternal deaths,Rate,2019,9.418619826794352,16.888986063498642,5.725347988463778
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Other maternal disorders,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Other maternal disorders,Rate,2019,12.934399608857875,17.500118649597358,9.298606835105874
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Other maternal disorders,Rate,2019,6.61294599526667,8.947252523518195,4.75408110861687
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Neonatal preterm birth,Rate,2019,507.707545107129,712.1391059882551,359.2025841987448
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Neonatal preterm birth,Rate,2019,365.09751396862737,482.7338378254282,274.1259003469789
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Neonatal preterm birth,Rate,2019,434.795584535232,590.7328303491947,314.8125251745665
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Rate,2019,188.48991273085866,274.1250196008782,120.38287179191077
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Rate,2019,124.34049352858388,179.19461660144503,84.21197942101301
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Rate,2019,155.69236064951974,224.8507630333465,103.64186347894305
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Neonatal sepsis and other neonatal infections,Rate,2019,351.56574011618005,468.53620537521374,252.266247477671
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Neonatal sepsis and other neonatal infections,Rate,2019,273.02383930708464,352.932905700327,204.1630407354361
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Neonatal sepsis and other neonatal infections,Rate,2019,311.40977121751996,410.6192536298727,227.22254719755702
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Hemolytic disease and other neonatal jaundice,Rate,2019,24.51514193367988,31.11046941624746,18.33000567040429
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Hemolytic disease and other neonatal jaundice,Rate,2019,24.213264533897952,31.814629905266674,18.09112974207947
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Hemolytic disease and other neonatal jaundice,Rate,2019,24.360801647132487,30.990565157729506,18.74715421095426
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Other neonatal disorders,Rate,2019,187.5592660171032,275.13617256454324,118.93734323745382
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Other neonatal disorders,Rate,2019,119.95996263618433,171.23557892895658,77.91957630700647
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Other neonatal disorders,Rate,2019,152.99789818449648,218.9930501746734,102.15012240340857
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Visceral leishmaniasis,Rate,2019,0.9402554920840025,7.373348511265962,0.001465363614925323
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Visceral leishmaniasis,Rate,2019,0.4423619868600206,3.1986379281872734,0.0006593843440204322
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Visceral leishmaniasis,Rate,2019,0.6856984224860151,5.1798419060887735,0.0010484030461194237
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Cutaneous and mucocutaneous leishmaniasis,Rate,2019,2.392067288825188,8.977542439031605,0.05457783214136008
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Cutaneous and mucocutaneous leishmaniasis,Rate,2019,1.1251705423841702,4.1992933586423264,0.02953176887015786
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Rate,2019,1.7443433882851078,6.51283574835098,0.043733604105332495
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,African trypanosomiasis,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,African trypanosomiasis,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,African trypanosomiasis,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Schistosomiasis,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Schistosomiasis,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Schistosomiasis,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Cysticercosis,Rate,2019,22.301639740255972,37.4430909460158,12.183370641668692
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Cysticercosis,Rate,2019,34.511429513848434,57.80772924751646,17.61396718478798
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Cysticercosis,Rate,2019,28.54411583717747,47.80502604978493,14.94662701793676
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,"Tracheal, bronchus, and lung cancer",Rate,2019,315.2779126012474,414.47560825286683,239.1128163727457
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,"Tracheal, bronchus, and lung cancer",Rate,2019,256.19712163216496,328.6029737108641,201.59963362576875
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,"Tracheal, bronchus, and lung cancer",Rate,2019,285.0717884786694,367.4760903940902,221.93764579451974
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Breast cancer,Rate,2019,2.5943350907266254,3.5318030392276176,1.8720928955789808
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Breast cancer,Rate,2019,415.3118310895475,540.6524435799604,318.8241427969226
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Breast cancer,Rate,2019,213.60362774260946,278.16318846427754,163.93440377380273
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Cervical cancer,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Cervical cancer,Rate,2019,301.31780243237415,395.4921703132988,226.39897600880417
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Cervical cancer,Rate,2019,154.05418227013269,202.2025330067557,115.75057575185723
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Uterine cancer,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Uterine cancer,Rate,2019,45.51688410447608,58.51392066494156,34.968342454337474
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Uterine cancer,Rate,2019,23.27133114470794,29.91630141561283,17.878198230102736
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Prostate cancer,Rate,2019,322.5582166049211,498.98916883733085,231.8304001510117
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Prostate cancer,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Prostate cancer,Rate,2019,157.64448800192605,243.87192137851,113.30291046298628
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Colon and rectum cancer,Rate,2019,233.22206207689948,304.6171819637955,176.3399902816372
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Colon and rectum cancer,Rate,2019,254.98600787975775,327.03766340321414,197.14395659817342
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Colon and rectum cancer,Rate,2019,244.3492734350247,314.2935802559897,188.48216627988387
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Lip and oral cavity cancer,Rate,2019,27.86057173341062,36.67666735236418,20.685390856580188
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Lip and oral cavity cancer,Rate,2019,21.907115587952347,27.86076330104019,16.98742819903739
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Lip and oral cavity cancer,Rate,2019,24.816759483467237,31.88020793820432,18.99915778274435
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Nasopharynx cancer,Rate,2019,7.575163545674309,10.183183967511034,5.606639376835968
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Nasopharynx cancer,Rate,2019,2.9163080417951575,3.799181007491168,2.229580596401884
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Nasopharynx cancer,Rate,2019,5.193239314277839,6.817997046911207,3.8741396506292896
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Other pharynx cancer,Rate,2019,9.699538425672964,13.113475805084734,7.108888234672866
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Other pharynx cancer,Rate,2019,3.9105252951077705,5.037662737884922,2.9034639602960666
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Other pharynx cancer,Rate,2019,6.739800644562493,8.89978042402781,4.997654348670231
DALYs (Disability-Adjusted Life Years),Colombia,Male,All Ages,Gallbladder and biliary tract cancer,Rate,2019,35.3502988244973,48.86836806043889,25.488668643529543
DALYs (Disability-Adjusted Life Years),Colombia,Female,All Ages,Gallbladder and biliary tract cancer,Rate,2019,78.00038590510064,109.35477847548763,58.05654467374237
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Gallbladder and biliary tract cancer,Rate,2019,57.15592808341539,78.86938531472511,42.839914808991274
